playerName,agent
Dizzy,"['sova', 'gekko', 'fade']"
Answerz,"['killjoy', 'cypher', 'viper']"
Repulsive,"['omen', 'viper', 'brimstone']"
Teddy,"['killjoy', 'omen', 'raze']"
Ethan,"['killjoy', 'cypher', 'fade']"
Disease,"['viper', 'omen', 'breach']"
AceStaRRRRR,"['kayo', 'deadlock', 'omen']"
AuloekXD,"['omen', 'brimstone', 'viper']"
Frisk,"['killjoy', 'cypher', 'viper']"
weber,"['kayo', 'skye', 'sova']"
ITaoEartH,"['skye', 'kayo', 'cypher']"
danKey,"['kayo', 'raze', 'reyna']"
Youze,"['raze', 'sage', 'omen']"
mikester,"['skye', 'gekko', 'killjoy']"
Aqua,"['breach', 'sova', 'harbor']"
Zhannn,"['omen', 'viper', 'kayo']"
Dignified,"['skye', 'kayo', 'gekko']"
moon,"['harbor', 'fade', 'killjoy']"
bioforst,"['viper', 'cypher', 'harbor']"
Cangshu,"['neon', 'kayo', 'breach']"
GunterR,"['omen', 'viper', 'jett']"
aderrr,"['sage', 'omen', 'cypher']"
Yoyoman,"['kayo', 'breach', 'raze']"
XiaoFeng,"['kayo', 'omen', 'yoru']"
Stazy,"['kayo', 'gekko', 'raze']"
T0BA,"['fade', 'skye', 'sova']"
bobae,"['cypher', 'skye', 'reyna']"
N1ER,"['raze', 'jett', 'reyna']"
Orgil,"['breach', 'sova', 'kayo']"
mochi,"['killjoy', 'viper', 'cypher']"
Hirenkyaku,"['breach', 'sova', 'viper']"
miz,"['kayo', 'jett', 'yoru']"
Edw4rd,"['viper', 'omen', 'astra']"
zander,"['viper', 'omen', 'brimstone']"
Ching,"['killjoy', 'cypher', 'kayo']"
GianSanity,"['jett', 'raze', 'gekko']"
Kel,"['reyna', 'skye']"
Hyuse,"['raze', 'sova', 'jett']"
vers4ce,"['cypher', 'gekko']"
Somethai,"['skye', 'killjoy', 'fade']"
Kong,"['brimstone', 'omen']"
Killu,"['killjoy', 'fade', 'viper']"
Ooriime,"['viper', 'sova']"
Akashi,"['fade', 'sova', 'skye']"
appA,"['brimstone', 'omen', 'jett']"
hypeRR,"['skye', 'kayo', 'astra']"
noumit,"['viper', 'killjoy', 'cypher']"
Expvsed,"['viper', 'omen']"
appa,"['viper', 'kayo']"
N,"['cypher', 'killjoy', 'breach']"
xcool3,"['killjoy', 'cypher', 'deadlock']"
magicss,"['kayo', 'viper', 'breach']"
OneEyed,"['harbor', 'fade']"
pyrolll,"['raze', 'jett', 'kayo']"
ALIVE,"['jett', 'raze']"
baddyG,"['omen', 'viper']"
musashi,"['kayo', 'gekko', 'skye']"
cullumx,"['raze', 'kayo', 'phoenix']"
Br0die,"['sova', 'omen', 'brimstone']"
ezzy,"['cypher', 'chamber', 'viper']"
Whimp,"['viper', 'kayo', 'fade']"
1TaPGoD,"['raze', 'gekko']"
TheNightChe,"['cypher', 'killjoy', 'brimstone']"
Kyro,"['viper', 'killjoy', 'brimstone']"
ValdyN,"['jett', 'reyna', 'skye']"
Eeyore,"['killjoy', 'cypher', 'omen']"
Nakya,"['raze', 'chamber', 'reyna']"
Cud,"['cypher', 'killjoy', 'phoenix']"
gotten,"['omen', 'brimstone', 'viper']"
ray4c,['raze']
natz,"['viper', 'omen', 'brimstone']"
roseau,['killjoy']
Zaps,"['skye', 'sova', 'omen']"
GrEEnY,"['cypher', 'sova']"
LeeN,"['breach', 'sova']"
X3B,['sova']
K1ra,['omen']
Jangler,"['brimstone', 'viper', 'omen']"
n9sty,"['jett', 'cypher', 'killjoy']"
Haimerej,"['killjoy', 'fade', 'viper']"
Yawnpeek,"['sova', 'raze', 'kayo']"
Sevy,"['viper', 'omen', 'sova']"
bl0ckediee,"['fade', 'sova']"
Serial,"['kayo', 'skye', 'breach']"
MateliaN,"['phoenix', 'raze', 'viper']"
TiduS,"['omen', 'astra', 'sova']"
bramz,"['killjoy', 'cypher', 'viper']"
OniBy,"['sova', 'yoru', 'skye']"
soren,"['raze', 'neon', 'jett']"
SH4WQ,"['skye', 'breach']"
huNter,['omen']
Ec1ipsed,"['omen', 'cypher', 'killjoy']"
Link,"['cypher', 'breach', 'omen']"
Chaos,"['iso', 'omen', 'jett']"
LilMad,"['yoru', 'neon', 'raze']"
Volay,"['sova', 'cypher', 'omen']"
Pink,"['omen', 'sova']"
Scorteck,"['gekko', 'sova']"
Kouf,"['reyna', 'kayo']"
Kyu,"['sova', 'fade', 'jett']"
roompa,"['sova', 'gekko', 'skye']"
Neon,"['jett', 'raze']"
smiley,"['omen', 'breach', 'kayo']"
ScrewFace,"['gekko', 'skye', 'deadlock']"
Exalt,"['omen', 'sage', 'kayo']"
KyLoU_,"['brimstone', 'sova']"
NOKOCU,"['brimstone', 'omen', 'astra']"
Neat,"['omen', 'brimstone']"
BlanK,"['killjoy', 'cypher', 'raze']"
Pyro,"['sova', 'astra', 'brimstone']"
Birelta,"['cypher', 'viper']"
chukL9,"['gekko', 'sova', 'skye']"
Drog,"['cypher', 'killjoy', 'viper']"
stolen,"['killjoy', 'viper', 'cypher']"
SecondLove,"['killjoy', 'harbor', 'cypher']"
Sovano,"['jett', 'raze', 'iso']"
Worship,['sova']
kaajak,"['yoru', 'neon', 'jett']"
soulcas,"['sova', 'viper', 'raze']"
AvovA,"['viper', 'omen', 'brimstone']"
MOLSI,"['harbor', 'skye', 'breach']"
hype,"['killjoy', 'cypher', 'viper']"
Mast3r,"['viper', 'brimstone', 'cypher']"
blackhawk,"['omen', 'breach', 'sova']"
CortezZ,"['omen', 'viper', 'kayo']"
Scarlett,['raze']
Inquisitor,['omen']
Sou,"['fade', 'skye']"
Robbie,"['raze', 'jett']"
Pr,"['viper', 'omen', 'brimstone']"
woody,"['reyna', 'killjoy', 'sova']"
Kylee,"['cypher', 'viper', 'killjoy']"
Nythan,"['skye', 'sage', 'sova']"
fausTao,"['raze', 'jett', 'yoru']"
SCar,"['brimstone', 'omen', 'viper']"
River,['gekko']
r1seN,"['yoru', 'raze', 'cypher']"
Icarus,"['killjoy', 'brimstone', 'sova']"
YasH,"['neon', 'jett', 'raze']"
Arjunn,"['viper', 'omen']"
wAvE,"['killjoy', 'viper', 'omen']"
Rage,"['omen', 'fade']"
Near,"['gekko', 'kayo', 'viper']"
nightz,"['yoru', 'jett', 'skye']"
zaj,"['skye', 'killjoy', 'sova']"
exile,"['raze', 'jett', 'reyna']"
iHenDog,"['viper', 'sova', 'killjoy']"
DominiK,"['viper', 'cypher', 'omen']"
Drios,"['killjoy', 'sova']"
KovaQ,"['sova', 'skye', 'omen']"
Sevkaan,"['cypher', 'killjoy']"
STAVINCI,"['omen', 'breach', 'skye']"
Jini,"['sova', 'gekko', 'viper']"
AdrianL,"['gekko', 'cypher', 'chamber']"
A1MBOT,"['omen', 'astra', 'viper']"
roccomax,"['jett', 'raze']"
alfin,['omen']
Denz,"['skye', 'sova', 'killjoy']"
HydraKid,"['omen', 'reyna', 'viper']"
bry,"['breach', 'gekko', 'kayo']"
eur,"['omen', 'clove', 'viper']"
Xty,"['cypher', 'killjoy', 'gekko']"
SLY,"['viper', 'harbor', 'omen']"
NoMeRcY,['omen']
Law,['skye']
Kladenstein,['gekko']
Shrey,"['cypher', 'killjoy']"
karmax1,"['viper', 'omen']"
Hespeh,"['sova', 'viper']"
Vulcan,['omen']
Flonson,"['viper', 'cypher']"
SummonHalfa,"['kayo', 'breach']"
xad,"['skye', 'fade', 'sova']"
Cintyx,"['cypher', 'killjoy']"
RickyVaila,"['viper', 'cypher', 'skye']"
Morphiius,"['yoru', 'kayo', 'brimstone']"
Snaptor,"['sova', 'reyna']"
xitsu,"['jett', 'deadlock']"
xazyy,"['skye', 'omen', 'breach']"
Aeric,"['skye', 'omen', 'sova']"
NAMI,"['raze', 'jett']"
Bon,"['killjoy', 'cypher']"
WanZeru,"['raze', 'jett', 'neon']"
Kajuks,"['omen', 'brimstone', 'astra']"
RARE,"['kayo', 'killjoy', 'breach']"
Nunmeister,"['gekko', 'cypher', 'killjoy']"
arch,"['sova', 'skye', 'fade']"
Dawn,['viper']
P1nA,"['viper', 'omen', 'brimstone']"
Louboutin,"['brimstone', 'killjoy', 'omen']"
Hyzee,"['omen', 'breach', 'gekko']"
Nhatthong2k,"['raze', 'jett']"
BMV,"['fade', 'harbor', 'sova']"
nTK,"['brimstone', 'cypher', 'killjoy']"
LexVL,"['raze', 'gekko']"
ell,['sova']
claire,"['brimstone', 'omen']"
Boogeyyy,['skye']
Yanagi,['viper']
GabbyDiz,"['omen', 'kayo']"
Chaze,"['skye', 'sova', 'gekko']"
Austeeno,['breach']
JSTE,"['raze', 'jett']"
Jesse,"['viper', 'omen', 'astra']"
maniek,"['jett', 'raze', 'yoru']"
KPZET,"['omen', 'viper', 'clove']"
Guardy,"['skye', 'gekko', 'omen']"
Saiz,"['killjoy', 'sage', 'cypher']"
Vorwenn,"['viper', 'omen', 'brimstone']"
PROFEK,"['omen', 'viper', 'astra']"
sociablEE,"['yoru', 'raze', 'omen']"
chiwa,"['cypher', 'viper', 'killjoy']"
LewN,"['raze', 'jett', 'neon']"
Lar0k,"['phoenix', 'kayo', 'gekko']"
ComeBack,"['chamber', 'jett', 'raze']"
Loita,"['omen', 'viper']"
Crewen,"['cypher', 'killjoy', 'viper']"
Rosé,"['breach', 'sova', 'sage']"
FonTuz,"['sova', 'gekko', 'omen']"
harddora,"['viper', 'killjoy', 'breach']"
Brayzeee,"['cypher', 'killjoy']"
Jaggi,"['sova', 'fade']"
Ginola,"['killjoy', 'cypher']"
k,"['brimstone', 'gekko', 'sova']"
PadangRice,"['gekko', 'omen', 'viper']"
RIZKYMD,"['breach', 'skye', 'kayo']"
heyNF,"['breach', 'skye', 'killjoy']"
bund,"['sova', 'breach']"
Spaz,"['viper', 'omen', 'astra']"
mikeE,"['killjoy', 'cypher', 'jett']"
Pa1nt,"['yoru', 'jett', 'raze']"
Okeanos,"['jett', 'raze', 'chamber']"
monSi,"['harbor', 'viper', 'fade']"
atlas,"['kayo', 'viper', 'fade']"
Spocki,"['kayo', 'skye', 'gekko']"
welyy,"['sova', 'fade', 'breach']"
Shondex,"['cypher', 'viper']"
Bob,"['sova', 'skye', 'gekko']"
Zoestol,"['astra', 'omen', 'viper']"
zeek,"['reyna', 'skye', 'kayo']"
style,"['omen', 'viper', 'skye']"
Shiro,"['viper', 'sova', 'brimstone']"
Famouz,"['raze', 'jett', 'neon']"
BerserX,"['killjoy', 'chamber', 'cypher']"
ZesBeeW,"['viper', 'omen', 'jett']"
NcSlasher,"['skye', 'kayo', 'gekko']"
EARTHY,"['cypher', 'skye', 'kayo']"
falfalfal,['cypher']
Kcep,"['chamber', 'cypher']"
ZukØ,['sova']
SnapS,['cypher']
Sferon,"['kayo', 'viper', 'omen']"
Limp,"['omen', 'killjoy', 'raze']"
JHONNY,['killjoy']
Grooovy,"['viper', 'breach', 'fade']"
k1ngkappa,"['jett', 'reyna', 'yoru']"
cashmere,"['skye', 'omen', 'killjoy']"
LenX,"['viper', 'omen', 'astra']"
svL,"['fade', 'kayo', 'gekko']"
mika,"['reyna', 'killjoy', 'omen']"
frostmind,"['killjoy', 'cypher', 'viper']"
Lilo,"['raze', 'jett', 'gekko']"
budimeisteR,"['omen', 'viper', 'brimstone']"
severiNe,"['viper', 'omen', 'astra']"
Boni,"['kayo', 'yoru', 'gekko']"
Matt,"['viper', 'killjoy', 'gekko']"
katsumi,"['omen', 'brimstone', 'viper']"
ayman,"['jett', 'raze', 'sova']"
Anashi,"['sage', 'sova', 'fade']"
Agr0,"['raze', 'jett']"
bread,['kayo']
Banshee,"['harbor', 'astra']"
MEDC,['gekko']
moose,"['cypher', 'killjoy']"
v1c,"['omen', 'cypher', 'brimstone']"
rave,['skye']
zero,"['omen', 'brimstone', 'gekko']"
Ch1ckenBell,"['breach', 'viper', 'kayo']"
GatsH,"['sage', 'omen', 'brimstone']"
lowel,"['harbor', 'omen']"
Yurii,"['skye', 'kayo', 'breach']"
ZachaREEE,"['sova', 'chamber', 'cypher']"
Rainy,"['omen', 'cypher', 'sage']"
Jrmzie,"['cypher', 'viper', 'gekko']"
Ev0,['killjoy']
Cactus,"['killjoy', 'cypher']"
Shifty,"['astra', 'sova', 'viper']"
Nabi,"['breach', 'sova']"
Maple,"['jett', 'omen', 'sova']"
ZiXuan,"['omen', 'harbor', 'astra']"
KaweNtw,"['cypher', 'astra', 'deadlock']"
GREEN,"['yoru', 'jett', 'raze']"
Coco,"['breach', 'gekko', 'kayo']"
Hemsyxx,"['viper', 'omen']"
NekO,"['kayo', 'breach']"
Yohpa,"['yoru', 'sova', 'raze']"
Sp1ke,"['brimstone', 'jett', 'viper']"
bzt,"['sova', 'skye', 'kayo']"
Yuta,"['cypher', 'killjoy']"
rodeN,"['breach', 'harbor', 'skye']"
NowaXxZang,"['sova', 'viper', 'omen']"
DaviH,"['sova', 'fade', 'sage']"
elllement,"['raze', 'jett', 'sage']"
aNguiSt,"['viper', 'cypher', 'killjoy']"
Vince,"['brimstone', 'omen', 'viper']"
BennY,"['gekko', 'phoenix', 'raze']"
NINJA,"['cypher', 'skye', 'sova']"
globeX,"['viper', 'omen', 'raze']"
ZachKappa,"['cypher', 'killjoy', 'viper']"
Outcazt,"['sova', 'breach', 'brimstone']"
crr,"['gekko', 'reyna', 'viper']"
MigueL,['fade']
Eden,"['cypher', 'viper']"
Hyell,"['gekko', 'skye']"
Shaun,"['sage', 'cypher', 'killjoy']"
Rageee,"['skye', 'cypher', 'fade']"
babibauu,"['brimstone', 'omen']"
NamGoku,"['raze', 'sage', 'omen']"
Jaf,"['omen', 'viper', 'brimstone']"
bravo,"['jett', 'breach']"
Sm1le,['jett']
sixelaoen,"['viper', 'harbor', 'kayo']"
Jefz,"['raze', 'jett']"
Dragy,"['omen', 'viper', 'yoru']"
reeq,"['fade', 'viper', 'sova']"
persona11,"['raze', 'jett']"
spoof,"['jett', 'neon', 'reyna']"
VJT,"['skye', 'breach']"
payne,"['brimstone', 'omen', 'viper']"
etan,"['brimstone', 'omen']"
jake,['raze']
al1en,"['omen', 'viper', 'brimstone']"
ronan,['sova']
chase,['viper']
chqse,"['cypher', 'killjoy']"
JKronic,"['sova', 'breach']"
VYX,"['brimstone', 'cypher', 'kayo']"
alvinboy,"['jett', 'raze', 'cypher']"
Katashio,"['jett', 'raze']"
Uyen,"['gekko', 'sova', 'viper']"
senyorcarl,"['raze', 'breach', 'jett']"
astr0,"['viper', 'omen', 'astra']"
Chanyboi,"['kayo', 'sova', 'skye']"
Ichisolo,"['cypher', 'killjoy']"
gabo,"['raze', 'cypher', 'killjoy']"
lil,['omen']
audaz,"['omen', 'sova']"
wezzy,"['raze', 'jett']"
pckwN,"['viper', 'killjoy']"
WerlasS,"['kayo', 'viper', 'breach']"
KILICARSLAN,"['omen', 'kayo']"
DeepMans,"['skye', 'phoenix', 'kayo']"
Nurfed,"['viper', 'brimstone', 'omen']"
JSUNG,"['skye', 'kayo']"
Drone,"['raze', 'skye', 'sova']"
Precision,"['kayo', 'skye', 'breach']"
Fable,"['viper', 'omen']"
khelthuzad,"['killjoy', 'cypher', 'fade']"
Danda,"['sova', 'omen', 'brimstone']"
trash,['breach']
Selin,"['killjoy', 'raze', 'iso']"
Chrome,"['omen', 'gekko']"
westside,"['killjoy', 'omen', 'cypher']"
Pa1ze,"['raze', 'yoru', 'neon']"
xiTsha,"['omen', 'breach', 'reyna']"
Grmekista,"['viper', 'astra', 'fade']"
Prti,"['skye', 'omen', 'fade']"
VAPPツ,"['chamber', 'raze']"
Panda,"['omen', 'viper']"
varuxx,['sova']
xPatrycksio,"['kayo', 'breach']"
limitado,"['viper', 'killjoy', 'skye']"
Iceyyy,"['yoru', 'raze', 'jett']"
eXampL,"['cypher', 'skye', 'kayo']"
zery,"['raze', 'neon', 'jett']"
Nayte,"['raze', 'jett']"
NyaRu,"['raze', 'jett', 'killjoy']"
Linus,"['brimstone', 'omen', 'viper']"
Ziad,"['jett', 'raze', 'yoru']"
SPMAK,"['skye', 'sage', 'gekko']"
Mimori,"['breach', 'sova', 'gekko']"
Sharked,"['cypher', 'killjoy']"
Swifts,"['raze', 'jett']"
KlausC,"['yoru', 'neon']"
Brädi,"['kayo', 'gekko', 'viper']"
Lenam0n,"['raze', 'reyna']"
Darum0n,"['gekko', 'viper']"
sTizzy,"['killjoy', 'brimstone']"
capeesha,"['sova', 'skye']"
ph1vu,"['reyna', 'cypher']"
luna,"['raze', 'killjoy']"
REDFOXXX,"['skye', 'breach', 'kayo']"
mess1,['jett']
denji,"['brimstone', 'omen', 'viper']"
SinS,"['chamber', 'fade', 'omen']"
SH0UTyy,['omen']
Símplex,"['cypher', 'kayo']"
SpiritZ1,"['raze', 'jett', 'iso']"
freeing,"['cypher', 'viper', 'killjoy']"
wayne,"['jett', 'omen', 'killjoy']"
grumble,"['sova', 'fade', 'skye']"
Vera,"['jett', 'raze', 'chamber']"
Juicy,"['raze', 'yoru', 'jett']"
STYRON,"['sova', 'skye', 'fade']"
JayH,"['viper', 'kayo', 'breach']"
bryce,"['astra', 'killjoy', 'omen']"
Filu,"['jett', 'yoru', 'raze']"
wackie,"['raze', 'omen', 'killjoy']"
waddle,"['sage', 'sova', 'gekko']"
Tag,"['cypher', 'viper', 'sage']"
caydeN,"['omen', 'viper', 'kayo']"
SGrap,"['cypher', 'sova', 'breach']"
miniature,"['raze', 'reyna']"
Potatoe,['viper']
wstVirginia,"['skye', 'viper', 'fade']"
MAX,"['breach', 'skye', 'kayo']"
GrizzLy,"['breach', 'omen']"
RICHi,"['killjoy', 'cypher']"
lastround,['raze']
lcdFFF,"['chamber', 'fade']"
woLfoo,"['skye', 'breach']"
TRuve,"['omen', 'raze']"
keloqz,"['jett', 'raze', 'neon']"
MARCTYLINHO,"['omen', 'brimstone', 'astra']"
szimpli,"['raze', 'jett', 'yoru']"
juseu,"['phoenix', 'raze', 'breach']"
pa1ka,"['cypher', 'viper', 'killjoy']"
Foxie,"['astra', 'breach', 'gekko']"
Newzera,"['fade', 'skye', 'sova']"
xms,"['killjoy', 'omen']"
Sueiy,"['omen', 'astra']"
jayrol,"['raze', 'kayo']"
Altered,"['cypher', 'killjoy']"
scape,"['omen', 'viper']"
VantiK,"['sova', 'skye']"
Kehnys,['killjoy']
N11,"['kayo', 'gekko', 'viper']"
corey,"['neon', 'yoru', 'kayo']"
Rawkus,"['breach', 'viper', 'omen']"
wedid,"['omen', 'viper', 'brimstone']"
stellar,"['fade', 'omen', 'sova']"
Add3r,"['cypher', 'skye', 'deadlock']"
Yeseo,"['sova', 'skye', 'cypher']"
S1Mon,"['sova', 'skye', 'chamber']"
Cantzer,"['viper', 'sova', 'cypher']"
Izzy,"['jett', 'raze', 'omen']"
xeus,"['raze', 'jett', 'neon']"
Anima,"['breach', 'skye', 'kayo']"
JN3v1cE,"['breach', 'omen', 'viper']"
Wasp,"['skye', 'breach', 'brimstone']"
KROSTALY,"['raze', 'skye', 'kayo']"
MOJJ,"['killjoy', 'viper', 'cypher']"
CyderX,"['sova', 'gekko', 'skye']"
SasuKe,"['kayo', 'breach', 'sova']"
musz3kk,"['jett', 'raze', 'clove']"
BcJ,"['fade', 'gekko', 'sova']"
rlzy,"['viper', 'jett']"
Sane,"['brimstone', 'cypher', 'omen']"
Uncreative,"['breach', 'sage']"
silenttt,"['sova', 'viper', 'gekko']"
Phatt,"['kayo', 'breach', 'sage']"
Vangz,"['reyna', 'skye']"
pudj,"['omen', 'viper', 'killjoy']"
FirstLove,"['raze', 'yoru', 'jett']"
shiba,"['sova', 'skye', 'viper']"
Prophecy,"['killjoy', 'sova']"
jowa,"['sova', 'gekko', 'fade']"
Hasaa,"['viper', 'killjoy', 'cypher']"
patagod,"['raze', 'jett', 'skye']"
MattyIce,"['chamber', 'cypher']"
France,"['killjoy', 'chamber']"
law,"['kayo', 'skye']"
wisa,['raze']
Incredible,"['omen', 'viper', 'harbor']"
Wave,['omen']
Jar,"['sova', 'skye']"
ImGabriel,"['skye', 'gekko']"
Snackicals,"['sova', 'jett']"
Inkelo,"['jett', 'raze']"
Kwixy,"['sova', 'skye', 'fade']"
shy,"['raze', 'jett', 'cypher']"
Hitch,"['breach', 'brimstone', 'skye']"
nyczu,"['viper', 'killjoy', 'cypher']"
r1zvaN,"['omen', 'viper']"
repteyy,"['sova', 'gekko', 'breach']"
KEREME,"['sova', 'viper']"
yatoro,"['raze', 'yoru', 'jett']"
Snark,"['kayo', 'viper']"
Yukine,"['omen', 'sova']"
Tempt,"['harbor', 'omen']"
Reformed,"['raze', 'yoru', 'killjoy']"
Dext,"['omen', 'killjoy', 'viper']"
IkE,['omen']
Lew,['skye']
Lukey,"['neon', 'raze', 'jett']"
Rudi,"['viper', 'omen']"
kingHaS,"['omen', 'cypher', 'brimstone']"
aru,"['gekko', 'fade']"
JoJo,"['killjoy', 'cypher', 'omen']"
popoman4Q,"['omen', 'brimstone', 'viper']"
iamRinoh,['cypher']
Paincakes,"['astra', 'omen', 'breach']"
Jonaaa6,"['viper', 'breach', 'killjoy']"
bones,"['brimstone', 'harbor', 'omen']"
neptune,"['kayo', 'fade', 'gekko']"
mummAy,"['cypher', 'killjoy', 'viper']"
deseo,"['yoru', 'raze']"
Soggy,"['jett', 'neon']"
cacan,"['killjoy', 'brimstone', 'harbor']"
fred,"['jett', 'raze']"
samed,"['raze', 'jett', 'yoru']"
Yigox,"['sova', 'cypher', 'sage']"
DeadInk,"['gekko', 'clove', 'jett']"
vCan,"['sova', 'viper']"
Momiji,"['viper', 'omen', 'sova']"
Blahst,"['jett', 'breach', 'killjoy']"
Logan,"['raze', 'jett', 'cypher']"
HUYNH,"['omen', 'sova', 'brimstone']"
Mueda,"['kayo', 'skye']"
YESicaN,"['viper', 'omen', 'gekko']"
Kishi,"['gekko', 'breach', 'killjoy']"
Crus,"['kayo', 'cypher', 'astra']"
Ruxic,"['viper', 'omen']"
Turko,"['cypher', 'skye', 'killjoy']"
lauress,"['cypher', 'killjoy', 'clove']"
w0zzip,"['harbor', 'omen', 'gekko']"
qw1,"['sova', 'jett', 'neon']"
L7,"['raze', 'jett']"
zekei,"['kayo', 'viper', 'gekko']"
Huso,"['raze', 'jett']"
PoroZorro,"['omen', 'viper']"
Amore,"['jett', 'neon']"
Mikelelle,"['kayo', 'astra']"
putte,"['sova', 'skye']"
Rox1de,['killjoy']
R4VE,['cypher']
zerona,"['sova', 'viper', 'gekko']"
kev,"['reyna', 'raze', 'jett']"
krejzzs,"['raze', 'chamber', 'jett']"
mober,"['killjoy', 'cypher', 'yoru']"
Ximy,"['kayo', 'breach', 'yoru']"
krysyS,"['breach', 'kayo', 'sage']"
Pando,"['breach', 'sova', 'gekko']"
TiTaN,"['viper', 'sova', 'deadlock']"
Lime,"['jett', 'raze', 'killjoy']"
al0rante,"['viper', 'killjoy', 'cypher']"
YaBoiLewis,"['kayo', 'sage', 'yoru']"
Matrixx,"['astra', 'viper', 'omen']"
bucher,"['cypher', 'viper', 'killjoy']"
SEIDER,"['fade', 'sova', 'gekko']"
DaGG3r,"['sova', 'fade']"
Z3RO,"['cypher', 'viper', 'killjoy']"
feqew,"['killjoy', 'cypher']"
VTaguT,"['omen', 'viper', 'astra']"
Katu,"['skye', 'kayo', 'killjoy']"
l0udly,"['fade', 'cypher', 'viper']"
m4xikk,"['omen', 'viper', 'kayo']"
MikaEl,"['sova', 'breach', 'skye']"
Suhnny,"['gekko', 'fade']"
SemberN,"['viper', 'harbor', 'cypher']"
Toronto,"['raze', 'jett']"
Demiurge,"['raze', 'jett', 'gekko']"
ri4d,"['raze', 'killjoy', 'kayo']"
999kvmil,"['kayo', 'viper', 'breach']"
puggy,"['fade', 'sova', 'gekko']"
MaximN,"['omen', 'kayo', 'yoru']"
k1zpawn,"['killjoy', 'cypher', 'viper']"
Sayonara,"['yoru', 'cypher', 'sova']"
hiro,"['kayo', 'skye', 'breach']"
doma,"['reyna', 'skye', 'viper']"
kumi,"['raze', 'jett', 'brimstone']"
chloric,"['breach', 'sova', 'kayo']"
benjii,"['cypher', 'killjoy', 'viper']"
Loco,"['raze', 'jett']"
alyaL,"['breach', 'cypher', 'killjoy']"
Mihlog,"['kayo', 'cypher', 'jett']"
K1LLERS,"['raze', 'jett', 'kayo']"
ting2k5,"['cypher', 'yoru', 'jett']"
d0rf,"['sova', 'skye', 'fade']"
viness,"['brimstone', 'viper', 'omen']"
winderz,"['raze', 'jett']"
Pau,"['omen', 'viper']"
mezoky,"['omen', 'viper', 'sova']"
PTC,"['viper', 'kayo', 'breach']"
Sushiboys,"['killjoy', 'cypher', 'breach']"
Leviathan,"['harbor', 'omen', 'reyna']"
foxz,"['sova', 'gekko', 'yoru']"
JohnOlsen,"['jett', 'raze', 'phoenix']"
Fluky,"['omen', 'sage', 'brimstone']"
qq,"['jett', 'omen', 'kayo']"
Neljon,['skye']
MRVL,"['harbor', 'killjoy']"
Slaxx,"['viper', 'sova', 'breach']"
nasK,"['sova', 'neon']"
Waer,"['viper', 'omen']"
dimaxx,"['sage', 'kayo', 'breach']"
yorkings,['brimstone']
lekyy,"['cypher', 'killjoy', 'viper']"
DroperZ,['killjoy']
stepa,"['raze', 'jett']"
AndreSG,"['omen', 'sova', 'kayo']"
Edelweiss,"['fade', 'kayo']"
gmA,"['killjoy', 'cypher', 'breach']"
Tian,"['raze', 'jett']"
imai,"['jett', 'raze']"
KenzmPs,"['skye', 'sova', 'fade']"
Ds,"['omen', 'harbor']"
furyan,"['raze', 'omen', 'jett']"
k4nzo,"['yoru', 'omen', 'killjoy']"
slender,"['viper', 'killjoy']"
guedeszy,"['cypher', 'gekko', 'kayo']"
raxtazzz,"['jett', 'omen']"
penny,"['raze', 'jett', 'reyna']"
mimi,"['breach', 'viper', 'gekko']"
amy,"['viper', 'killjoy', 'cypher']"
Vania,"['omen', 'clove']"
rezq,"['raze', 'jett']"
Petra,"['fade', 'sova', 'breach']"
Bea2,"['skye', 'sova']"
Jlerst,"['killjoy', 'omen', 'brimstone']"
Bard0lf,"['viper', 'omen']"
sterben,"['omen', 'viper', 'brimstone']"
lurzy0y0,"['kayo', 'breach', 'gekko']"
Masic,"['jett', 'raze', 'reyna']"
DESTRUCT1VEE,"['omen', 'viper', 'killjoy']"
glovee,"['sova', 'skye', 'viper']"
BeX,"['iso', 'jett']"
1stRealityTwice,"['killjoy', 'cypher']"
slathom999,"['sova', 'fade']"
blurred,"['cypher', 'killjoy', 'breach']"
vblack,"['breach', 'viper', 'kayo']"
BraiNfreeZe,['cypher']
szoren,"['raze', 'kayo', 'sova']"
ryx,['jett']
PluckyPiva,"['kayo', 'skye', 'harbor']"
vong,"['breach', 'kayo', 'sage']"
Gunners,['cypher']
hastack,"['killjoy', 'cypher']"
mrcarrito,"['sova', 'cypher', 'killjoy']"
pika,"['kayo', 'skye', 'gekko']"
Neiker,"['killjoy', 'cypher']"
Touven,"['kayo', 'sova', 'viper']"
poegii,"['viper', 'cypher']"
LoyDreaM,"['jett', 'cypher', 'breach']"
YoungPork,"['fade', 'kayo', 'gekko']"
Aeonyx,"['cypher', 'sage', 'killjoy']"
Vuubit,"['omen', 'viper', 'deadlock']"
Davia,"['jett', 'chamber', 'neon']"
Eso177,"['cypher', 'killjoy', 'viper']"
KILLDREAM,"['jett', 'neon', 'raze']"
DrastZ,"['deadlock', 'kayo', 'harbor']"
Djam,"['viper', 'sova']"
aimDLL,"['killjoy', 'cypher', 'viper']"
Minny,"['cypher', 'killjoy', 'skye']"
alexiiik,"['jett', 'raze', 'neon']"
zeek,"['raze', 'kayo', 'breach']"
Buld,"['sage', 'viper', 'sova']"
tsack,"['cypher', 'killjoy']"
Spolen,"['sova', 'gekko', 'skye']"
Contair,"['harbor', 'viper']"
